,milage,diff,action
3875,126,8.0,0
3876,134,11.0,0
3877,145,3.0,0
3878,148,-138.0,1
3879,10,15.0,0
3880,25,7.0,0
3881,32,6.0,0
3882,38,4.0,0
3883,42,14.0,0
3884,56,11.0,0
3885,67,14.0,0
3886,81,9.0,0
3887,90,19.0,0
3888,109,7.0,0
3889,116,21.0,0
3890,137,5.0,0
3891,142,5.0,0
3892,147,-138.0,1
3893,9,18.0,0
3894,27,14.0,0
3895,41,12.0,0
3896,53,16.0,0
3897,69,14.0,0
3898,83,17.0,0
3899,100,11.0,0
3900,111,-103.0,1
3901,8,12.0,0
3902,20,16.0,0
3903,36,15.0,0
3904,51,12.0,0
3905,63,23.0,0
3906,86,9.0,0
3907,95,18.0,0
3908,113,11.0,0
3909,124,-107.0,1
3910,17,11.0,0
3911,28,9.0,0
3912,37,10.0,0
3913,47,8.0,0
3914,55,7.0,0
3915,62,9.0,0
3916,71,9.0,0
3917,80,14.0,0
3918,94,-87.0,1
3919,7,13.0,0
3920,20,10.0,0
3921,30,16.0,0
3922,46,9.0,0
3923,55,15.0,0
3924,70,8.0,0
3925,78,10.0,0
3926,88,10.0,0
3927,98,-90.0,1
3928,8,8.0,0
3929,16,12.0,0
3930,28,8.0,0
3931,36,7.0,0
3932,43,19.0,0
3933,62,8.0,0
3934,70,-60.0,1
3935,10,12.0,0
3936,22,11.0,0
3937,33,9.0,0
3938,42,11.0,0
3939,53,7.0,0
3940,60,16.0,0
3941,76,7.0,0
3942,83,12.0,0
3943,95,10.0,0
3944,105,-83.0,1
3945,22,8.0,0
3946,30,7.0,0
3947,37,9.0,0
3948,46,7.0,0
3949,53,7.0,0
3950,60,11.0,0
3951,71,-60.0,1
3952,11,9.0,0
3953,20,13.0,0
3954,33,6.0,0
3955,39,9.0,0
3956,48,12.0,0
3957,60,10.0,0
3958,70,7.0,0
3959,77,6.0,0
3960,83,24.0,0
3961,107,6.0,0
3962,113,11.0,0
3963,124,-120.0,1
3964,4,10.0,0
3965,14,8.0,0
3966,22,8.0,0
3967,30,10.0,0
3968,40,20.0,0
3969,60,2.0,0
3970,62,10.0,0
3971,72,11.0,0
3972,83,11.0,0
3973,94,10.0,0
3974,104,-95.0,1
3975,9,5.0,0
3976,14,13.0,0
3977,27,10.0,0
3978,37,15.0,0
3979,52,13.0,0
3980,65,11.0,0
3981,76,-66.0,1
3982,10,21.0,0
3983,31,8.0,0
3984,39,9.0,0
3985,48,11.0,0
3986,59,6.0,0
3987,65,6.0,0
3988,71,11.0,0
3989,82,12.0,0
3990,94,13.0,0
3991,107,11.0,0
3992,118,11.0,0
3993,129,17.0,0
3994,146,7.0,0
3995,153,16.0,0
3996,169,4.0,0
3997,173,-166.0,1
3998,7,3.0,0
3999,10,9.0,0
4000,19,18.0,0
4001,37,11.0,0
4002,48,5.0,0
4003,53,11.0,0
4004,64,8.0,0
4005,72,8.0,0
4006,80,4.0,0
4007,84,4.0,0
4008,88,12.0,0
4009,100,8.0,0
4010,108,12.0,0
4011,120,14.0,0
4012,134,13.0,0
4013,147,-141.0,1
4014,6,6.0,0
4015,12,8.0,0
4016,20,10.0,0
4017,30,7.0,0
4018,37,12.0,0
4019,49,11.0,0
4020,60,11.0,0
4021,71,13.0,0
4022,84,13.0,0
4023,97,11.0,0
4024,108,-99.0,1
4025,9,5.0,0
4026,14,3.0,0
4027,17,9.0,0
4028,26,17.0,0
4029,43,11.0,0
4030,54,15.0,0
4031,69,5.0,0
4032,74,10.0,0
4033,84,12.0,0
4034,96,13.0,0
4035,109,14.0,0
4036,123,14.0,0
4037,137,-122.0,1
4038,15,9.0,0
4039,24,9.0,0
4040,33,14.0,0
4041,47,9.0,0
4042,56,6.0,0
4043,62,11.0,0
4044,73,9.0,0
4045,82,7.0,0
4046,89,15.0,0
4047,104,14.0,0
4048,118,-112.0,1
4049,6,10.0,0
4050,16,4.0,0
4051,20,8.0,0
4052,28,5.0,0
4053,33,8.0,0
4054,41,11.0,0
4055,52,2.0,0
4056,54,9.0,0
4057,63,11.0,0
4058,74,4.0,0
4059,78,16.0,0
4060,94,-81.0,1
4061,13,7.0,0
4062,20,13.0,0
4063,33,6.0,0
4064,39,16.0,0
4065,55,17.0,0
4066,72,7.0,0
4067,79,13.0,0
4068,92,17.0,0
4069,109,12.0,0
4070,121,8.0,0
4071,129,-118.0,1
4072,11,1.0,0
4073,12,22.0,0
4074,34,7.0,0
4075,41,8.0,0
4076,49,17.0,0
4077,66,8.0,0
4078,74,14.0,0
4079,88,7.0,0
4080,95,3.0,0
4081,98,-92.0,1
4082,6,7.0,0
4083,13,7.0,0
4084,20,6.0,0
4085,26,13.0,0
4086,39,8.0,0
4087,47,12.0,0
4088,59,20.0,0
4089,79,6.0,0
4090,85,4.0,0
4091,89,7.0,0
4092,96,18.0,0
4093,114,10.0,0
4094,124,-114.0,1
4095,10,7.0,0
4096,17,11.0,0
4097,28,12.0,0
4098,40,7.0,0
4099,47,7.0,0
4100,54,8.0,0
4101,62,2.0,0
4102,64,4.0,0
4103,68,4.0,0
4104,72,6.0,0
4105,78,5.0,0
4106,83,14.0,0
4107,97,8.0,0
4108,105,22.0,0
4109,127,-108.0,1
4110,19,17.0,0
4111,36,15.0,0
4112,51,4.0,0
4113,55,8.0,0
4114,63,10.0,0
4115,73,8.0,0
4116,81,13.0,0
4117,94,12.0,0
4118,106,11.0,0
4119,117,9.0,0
4120,126,8.0,0
4121,134,-128.0,1
4122,6,18.0,0
4123,24,8.0,0
4124,32,12.0,0
4125,44,8.0,0
4126,52,5.0,0
4127,57,7.0,0
4128,64,11.0,0
4129,75,8.0,0
4130,83,8.0,0
4131,91,13.0,0
4132,104,-86.0,1
4133,18,4.0,0
4134,22,5.0,0
4135,27,15.0,0
4136,42,8.0,0
4137,50,10.0,0
4138,60,11.0,0
4139,71,12.0,0
4140,83,7.0,0
4141,90,10.0,0
4142,100,4.0,0
4143,104,20.0,0
4144,124,-115.0,1
4145,9,5.0,0
4146,14,11.0,0
4147,25,7.0,0
4148,32,6.0,0
4149,38,9.0,0
4150,47,14.0,0
4151,61,3.0,0
4152,64,13.0,0
4153,77,5.0,0
4154,82,10.0,0
4155,92,20.0,0
4156,112,5.0,0
4157,117,6.0,0
4158,123,10.0,0
4159,133,6.0,0
4160,139,10.0,0
4161,149,4.0,0
4162,153,5.0,0
4163,158,-142.0,1
4164,16,6.0,0
4165,22,9.0,0
4166,31,14.0,0
4167,45,12.0,0
4168,57,10.0,0
4169,67,7.0,0
4170,74,6.0,0
4171,80,10.0,0
4172,90,6.0,0
4173,96,8.0,0
4174,104,14.0,0
4175,118,18.0,0
4176,136,-129.0,1
4177,7,15.0,0
4178,22,8.0,0
4179,30,10.0,0
4180,40,8.0,0
4181,48,16.0,0
4182,64,11.0,0
4183,75,4.0,0
4184,79,10.0,0
4185,89,16.0,0
4186,105,7.0,0
4187,112,9.0,0
4188,121,-114.0,1
4189,7,16.0,0
4190,23,6.0,0
4191,29,10.0,0
4192,39,10.0,0
4193,49,6.0,0
4194,55,8.0,0
4195,63,5.0,0
4196,68,9.0,0
4197,77,-69.0,1
4198,8,6.0,0
4199,14,10.0,0
4200,24,7.0,0
4201,31,8.0,0
4202,39,15.0,0
4203,54,6.0,0
4204,60,4.0,0
4205,64,8.0,0
4206,72,9.0,0
4207,81,10.0,0
4208,91,20.0,0
4209,111,10.0,0
4210,121,17.0,0
4211,138,22.0,0
4212,160,-154.0,1
4213,6,5.0,0
4214,11,10.0,0
4215,21,10.0,0
4216,31,7.0,0
4217,38,10.0,0
4218,48,10.0,0
4219,58,15.0,0
4220,73,15.0,0
4221,88,5.0,0
4222,93,3.0,0
4223,96,10.0,0
4224,106,-89.0,1
4225,17,8.0,0
4226,25,8.0,0
4227,33,8.0,0
4228,41,4.0,0
4229,45,8.0,0
4230,53,6.0,0
4231,59,5.0,0
4232,64,-54.0,1
4233,10,12.0,0
4234,22,11.0,0
4235,33,9.0,0
4236,42,10.0,0
4237,52,18.0,0
4238,70,7.0,0
4239,77,-70.0,1
4240,7,8.0,0
4241,15,11.0,0
4242,26,3.0,0
4243,29,13.0,0
4244,42,8.0,0
4245,50,10.0,0
4246,60,8.0,0
4247,68,14.0,0
4248,82,3.0,0
4249,85,6.0,0
4250,91,6.0,0
4251,97,6.0,0
4252,103,9.0,0
4253,112,11.0,0
4254,123,10.0,0
4255,133,12.0,0
4256,145,-142.0,1
4257,3,9.0,0
4258,12,9.0,0
4259,21,13.0,0
4260,34,10.0,0
4261,44,13.0,0
4262,57,4.0,0
4263,61,16.0,0
4264,77,17.0,0
4265,94,6.0,0
4266,100,16.0,0
4267,116,3.0,0
4268,119,9.0,0
4269,128,16.0,0
4270,144,11.0,0
4271,155,1.0,0
4272,156,-149.0,1
4273,7,10.0,0
4274,17,7.0,0
4275,24,8.0,0
4276,32,12.0,0
4277,44,6.0,0
4278,50,18.0,0
4279,68,6.0,0
4280,74,16.0,0
4281,90,6.0,0
4282,96,12.0,0
4283,108,16.0,0
4284,124,20.0,0
4285,144,14.0,0
4286,158,-143.0,1
4287,15,11.0,0
4288,26,6.0,0
4289,32,10.0,0
4290,42,4.0,0
4291,46,6.0,0
4292,52,7.0,0
4293,59,14.0,0
4294,73,4.0,0
4295,77,8.0,0
4296,85,10.0,0
4297,95,8.0,0
4298,103,12.0,0
4299,115,6.0,0
4300,121,-114.0,1
4301,7,14.0,0
4302,21,7.0,0
4303,28,6.0,0
4304,34,11.0,0
4305,45,17.0,0
4306,62,16.0,0
4307,78,13.0,0
4308,91,-84.0,1
4309,7,11.0,0
4310,18,7.0,0
4311,25,7.0,0
4312,32,7.0,0
4313,39,11.0,0
4314,50,9.0,0
4315,59,8.0,0
4316,67,4.0,0
4317,71,8.0,0
4318,79,9.0,0
4319,88,15.0,0
4320,103,13.0,0
4321,116,5.0,0
4322,121,-114.0,1
4323,7,10.0,0
4324,17,16.0,0
4325,33,10.0,0
4326,43,6.0,0
4327,49,13.0,0
4328,62,10.0,0
4329,72,17.0,0
4330,89,9.0,0
4331,98,10.0,0
4332,108,14.0,0
4333,122,-118.0,1
4334,4,9.0,0
4335,13,5.0,0
4336,18,16.0,0
4337,34,10.0,0
4338,44,9.0,0
4339,53,12.0,0
4340,65,6.0,0
4341,71,10.0,0
4342,81,13.0,0
4343,94,-88.0,1
4344,6,8.0,0
4345,14,26.0,0
4346,40,12.0,0
4347,52,9.0,0
4348,61,3.0,0
4349,64,6.0,0
4350,70,8.0,0
4351,78,1.0,0
4352,79,11.0,0
4353,90,11.0,0
4354,101,8.0,0
4355,109,4.0,0
4356,113,-109.0,1
4357,4,18.0,0
4358,22,9.0,0
4359,31,4.0,0
4360,35,12.0,0
4361,47,8.0,0
4362,55,-43.0,1
4363,12,16.0,0
4364,28,3.0,0
4365,31,8.0,0
4366,39,12.0,0
4367,51,13.0,0
4368,64,19.0,0
4369,83,13.0,0
4370,96,5.0,0
4371,101,12.0,0
4372,113,7.0,0
4373,120,11.0,0
4374,131,9.0,0
4375,140,10.0,0
4376,150,-143.0,1
4377,7,4.0,0
4378,11,5.0,0
4379,16,11.0,0
4380,27,10.0,0
4381,37,8.0,0
4382,45,11.0,0
4383,56,15.0,0
4384,71,4.0,0
4385,75,13.0,0
4386,88,20.0,0
4387,108,8.0,0
4388,116,16.0,0
4389,132,7.0,0
4390,139,-125.0,1
4391,14,11.0,0
4392,25,10.0,0
4393,35,9.0,0
4394,44,9.0,0
4395,53,19.0,0
4396,72,5.0,0
4397,77,9.0,0
4398,86,9.0,0
4399,95,8.0,0
4400,103,-91.0,1
4401,12,7.0,0
4402,19,12.0,0
4403,31,10.0,0
4404,41,12.0,0
4405,53,9.0,0
4406,62,13.0,0
4407,75,6.0,0
4408,81,9.0,0
4409,90,-75.0,1
4410,15,15.0,0
4411,30,11.0,0
4412,41,10.0,0
4413,51,7.0,0
4414,58,14.0,0
4415,72,9.0,0
4416,81,8.0,0
4417,89,15.0,0
4418,104,7.0,0
4419,111,12.0,0
4420,123,15.0,0
4421,138,9.0,0
4422,147,5.0,0
4423,152,-137.0,1
4424,15,7.0,0
4425,22,10.0,0
4426,32,7.0,0
4427,39,2.0,0
4428,41,13.0,0
4429,54,6.0,0
4430,60,11.0,0
4431,71,3.0,0
4432,74,16.0,0
4433,90,10.0,0
4434,100,5.0,0
4435,105,6.0,0
4436,111,13.0,0
4437,124,-116.0,1
4438,8,8.0,0
4439,16,13.0,0
4440,29,7.0,0
4441,36,7.0,0
4442,43,5.0,0
4443,48,11.0,0
4444,59,15.0,0
4445,74,8.0,0
4446,82,11.0,0
4447,93,6.0,0
4448,99,6.0,0
4449,105,-100.0,1
4450,5,5.0,0
4451,10,20.0,0
4452,30,12.0,0
4453,42,15.0,0
4454,57,7.0,0
4455,64,10.0,0
4456,74,10.0,0
4457,84,11.0,0
4458,95,-80.0,1
4459,15,15.0,0
4460,30,9.0,0
4461,39,3.0,0
4462,42,7.0,0
4463,49,7.0,0
4464,56,5.0,0
4465,61,18.0,0
4466,79,12.0,0
4467,91,13.0,0
4468,104,28.0,0
4469,132,8.0,0
4470,140,18.0,0
4471,158,12.0,0
4472,170,-163.0,1
4473,7,10.0,0
4474,17,14.0,0
4475,31,9.0,0
4476,40,9.0,0
4477,49,8.0,0
4478,57,13.0,0
4479,70,4.0,0
4480,74,8.0,0
4481,82,4.0,0
4482,86,9.0,0
4483,95,0.0,0
4484,95,-79.0,1
4485,16,7.0,0
4486,23,9.0,0
4487,32,20.0,0
4488,52,21.0,0
4489,73,12.0,0
4490,85,12.0,0
4491,97,4.0,0
4492,101,5.0,0
4493,106,19.0,0
4494,125,-115.0,1
4495,10,14.0,0
4496,24,6.0,0
4497,30,10.0,0
4498,40,5.0,0
4499,45,8.0,0
4500,53,16.0,0
4501,69,16.0,0
4502,85,8.0,0
4503,93,11.0,0
4504,104,13.0,0
4505,117,1.0,0
4506,118,13.0,0
4507,131,-115.0,1
4508,16,8.0,0
4509,24,11.0,0
4510,35,6.0,0
4511,41,12.0,0
4512,53,6.0,0
4513,59,19.0,0
4514,78,7.0,0
4515,85,3.0,0
4516,88,10.0,0
4517,98,12.0,0
4518,110,7.0,0
4519,117,16.0,0
4520,133,5.0,0
4521,138,-128.0,1
4522,10,4.0,0
4523,14,7.0,0
4524,21,14.0,0
4525,35,4.0,0
4526,39,6.0,0
4527,45,10.0,0
4528,55,15.0,0
4529,70,7.0,0
4530,77,17.0,0
4531,94,9.0,0
4532,103,4.0,0
4533,107,12.0,0
4534,119,8.0,0
4535,127,10.0,0
4536,137,15.0,0
4537,152,8.0,0
4538,160,4.0,0
4539,164,-157.0,1
4540,7,16.0,0
4541,23,5.0,0
4542,28,7.0,0
4543,35,6.0,0
4544,41,11.0,0
4545,52,13.0,0
4546,65,9.0,0
4547,74,12.0,0
4548,86,6.0,0
4549,92,15.0,0
4550,107,24.0,0
4551,131,9.0,0
4552,140,-129.0,1
4553,11,18.0,0
4554,29,2.0,0
4555,31,8.0,0
4556,39,13.0,0
4557,52,7.0,0
4558,59,11.0,0
4559,70,11.0,0
4560,81,7.0,0
4561,88,9.0,0
4562,97,9.0,0
4563,106,7.0,0
4564,113,14.0,0
4565,127,7.0,0
4566,134,-127.0,1
4567,7,8.0,0
4568,15,7.0,0
4569,22,12.0,0
4570,34,11.0,0
4571,45,2.0,0
4572,47,6.0,0
4573,53,4.0,0
4574,57,7.0,0
4575,64,19.0,0
4576,83,5.0,0
4577,88,8.0,0
4578,96,8.0,0
4579,104,13.0,0
4580,117,13.0,0
4581,130,5.0,0
4582,135,9.0,0
4583,144,17.0,0
4584,161,7.0,0
4585,168,4.0,0
4586,172,18.0,0
4587,190,11.0,0
4588,201,-194.0,1
4589,7,12.0,0
4590,19,6.0,0
4591,25,6.0,0
4592,31,13.0,0
4593,44,6.0,0
4594,50,12.0,0
4595,62,3.0,0
4596,65,10.0,0
4597,75,8.0,0
4598,83,17.0,0
4599,100,5.0,0
4600,105,7.0,0
4601,112,6.0,0
4602,118,6.0,0
4603,124,7.0,0
4604,131,2.0,0
4605,133,-115.0,1
4606,18,9.0,0
4607,27,13.0,0
4608,40,9.0,0
4609,49,11.0,0
4610,60,4.0,0
4611,64,5.0,0
4612,69,6.0,0
4613,75,11.0,0
4614,86,13.0,0
4615,99,9.0,0
4616,108,2.0,0
4617,110,14.0,0
4618,124,10.0,0
4619,134,6.0,0
4620,140,5.0,0
4621,145,11.0,0
4622,156,-149.0,1
4623,7,9.0,0
4624,16,9.0,0
4625,25,3.0,0
4626,28,10.0,0
4627,38,20.0,0
4628,58,10.0,0
4629,68,5.0,0
4630,73,9.0,0
4631,82,13.0,0
4632,95,9.0,0
4633,104,-95.0,1
4634,9,15.0,0
4635,24,12.0,0
4636,36,15.0,0
4637,51,12.0,0
4638,63,6.0,0
4639,69,10.0,0
4640,79,17.0,0
4641,96,10.0,0
4642,106,9.0,0
4643,115,9.0,0
4644,124,1.0,0
4645,125,21.0,0
4646,146,-136.0,1
4647,10,3.0,0
4648,13,6.0,0
4649,19,10.0,0
4650,29,7.0,0
4651,36,7.0,0
4652,43,6.0,0
4653,49,3.0,0
4654,52,7.0,0
4655,59,14.0,0
4656,73,4.0,0
4657,77,4.0,0
4658,81,11.0,0
4659,92,15.0,0
4660,107,6.0,0
4661,113,11.0,0
4662,124,-119.0,1
4663,5,13.0,0
4664,18,8.0,0
4665,26,11.0,0
4666,37,8.0,0
4667,45,17.0,0
4668,62,6.0,0
4669,68,17.0,0
4670,85,17.0,0
4671,102,15.0,0
4672,117,4.0,0
4673,121,19.0,0
4674,140,7.0,0
4675,147,7.0,0
4676,154,16.0,0
4677,170,12.0,0
4678,182,-175.0,1
4679,7,14.0,0
4680,21,25.0,0
4681,46,10.0,0
4682,56,3.0,0
4683,59,7.0,0
4684,66,8.0,0
4685,74,17.0,0
4686,91,14.0,0
4687,105,14.0,0
4688,119,16.0,0
4689,135,16.0,0
4690,151,19.0,0
4691,170,-161.0,1
4692,9,4.0,0
4693,13,8.0,0
4694,21,14.0,0
4695,35,7.0,0
4696,42,9.0,0
4697,51,7.0,0
4698,58,12.0,0
4699,70,4.0,0
4700,74,6.0,0
4701,80,10.0,0
4702,90,7.0,0
4703,97,5.0,0
4704,102,6.0,0
4705,108,12.0,0
4706,120,7.0,0
4707,127,5.0,0
4708,132,11.0,0
4709,143,-132.0,1
4710,11,9.0,0
4711,20,5.0,0
4712,25,19.0,0
4713,44,11.0,0
4714,55,6.0,0
4715,61,6.0,0
4716,67,7.0,0
4717,74,13.0,0
4718,87,4.0,0
4719,91,6.0,0
4720,97,11.0,0
4721,108,8.0,0
4722,116,-108.0,1
4723,8,7.0,0
4724,15,19.0,0
4725,34,13.0,0
4726,47,14.0,0
4727,61,8.0,0
4728,69,14.0,0
4729,83,15.0,0
4730,98,5.0,0
4731,103,11.0,0
4732,114,6.0,0
4733,120,5.0,0
4734,125,18.0,0
4735,143,4.0,0
4736,147,16.0,0
4737,163,-150.0,1
4738,13,11.0,0
4739,24,7.0,0
4740,31,3.0,0
4741,34,8.0,0
4742,42,20.0,0
4743,62,6.0,0
4744,68,16.0,0
4745,84,-75.0,1
4746,9,16.0,0
4747,25,8.0,0
4748,33,3.0,0
4749,36,10.0,0
4750,46,24.0,0
4751,70,11.0,0
4752,81,8.0,0
4753,89,14.0,0
4754,103,-96.0,1
4755,7,8.0,0
4756,15,17.0,0
4757,32,3.0,0
4758,35,3.0,0
4759,38,8.0,0
4760,46,13.0,0
4761,59,2.0,0
4762,61,7.0,0
4763,68,14.0,0
4764,82,9.0,0
4765,91,19.0,0
4766,110,17.0,0
4767,127,-115.0,1
4768,12,7.0,0
4769,19,16.0,0
4770,35,5.0,0
4771,40,12.0,0
4772,52,7.0,0
4773,59,4.0,0
4774,63,-50.0,1
4775,13,3.0,0
4776,16,7.0,0
4777,23,10.0,0
4778,33,8.0,0
4779,41,12.0,0
4780,53,8.0,0
4781,61,6.0,0
4782,67,13.0,0
4783,80,5.0,0
4784,85,-74.0,1
4785,11,7.0,0
4786,18,12.0,0
4787,30,15.0,0
4788,45,9.0,0
4789,54,8.0,0
4790,62,5.0,0
4791,67,19.0,0
4792,86,13.0,0
4793,99,15.0,0
4794,114,11.0,0
4795,125,8.0,0
4796,133,16.0,0
4797,149,-136.0,1
4798,13,10.0,0
4799,23,8.0,0
4800,31,10.0,0
4801,41,7.0,0
4802,48,7.0,0
4803,55,14.0,0
4804,69,10.0,0
4805,79,5.0,0
4806,84,11.0,0
4807,95,-81.0,1
4808,14,15.0,0
4809,29,3.0,0
4810,32,4.0,0
4811,36,10.0,0
4812,46,12.0,0
4813,58,11.0,0
4814,69,9.0,0
4815,78,11.0,0
4816,89,20.0,0
4817,109,-101.0,1
4818,8,9.0,0
4819,17,6.0,0
4820,23,10.0,0
4821,33,5.0,0
4822,38,2.0,0
4823,40,5.0,0
4824,45,7.0,0
4825,52,12.0,0
4826,64,9.0,0
4827,73,10.0,0
4828,83,8.0,0
4829,91,12.0,0
4830,103,9.0,0
4831,112,14.0,0
4832,126,15.0,0
4833,141,-121.0,1
4834,20,12.0,0
4835,32,10.0,0
4836,42,12.0,0
4837,54,5.0,0
4838,59,7.0,0
4839,66,7.0,0
4840,73,6.0,0
4841,79,4.0,0
4842,83,8.0,0
4843,91,4.0,0
4844,95,7.0,0
4845,102,13.0,0
4846,115,13.0,0
4847,128,5.0,0
4848,133,14.0,0
4849,147,9.0,0
4850,156,-148.0,1
4851,8,9.0,0
4852,17,16.0,0
4853,33,6.0,0
4854,39,8.0,0
4855,47,2.0,0
4856,49,7.0,0
4857,56,3.0,0
4858,59,14.0,0
4859,73,16.0,0
4860,89,13.0,0
4861,102,11.0,0
4862,113,12.0,0
4863,125,8.0,0
4864,133,-118.0,1
4865,15,15.0,0
4866,30,7.0,0
4867,37,7.0,0
4868,44,2.0,0
4869,46,13.0,0
4870,59,5.0,0
4871,64,14.0,0
4872,78,3.0,0
4873,81,7.0,0
4874,88,11.0,0
4875,99,10.0,0
4876,109,8.0,0
4877,117,17.0,0
4878,134,14.0,0
4879,148,10.0,0
4880,158,-154.0,1
4881,4,11.0,0
4882,15,7.0,0
4883,22,8.0,0
4884,30,18.0,0
4885,48,13.0,0
4886,61,9.0,0
4887,70,14.0,0
4888,84,15.0,0
4889,99,6.0,0
4890,105,-99.0,1
4891,6,9.0,0
4892,15,9.0,0
4893,24,14.0,0
4894,38,4.0,0
4895,42,7.0,0
4896,49,12.0,0
4897,61,7.0,0
4898,68,18.0,0
4899,86,17.0,0
4900,103,1.0,0
4901,104,5.0,0
4902,109,5.0,0
4903,114,17.0,0
4904,131,8.0,0
4905,139,-126.0,1
4906,13,14.0,0
4907,27,10.0,0
4908,37,12.0,0
4909,49,10.0,0
4910,59,10.0,0
4911,69,12.0,0
4912,81,6.0,0
4913,87,5.0,0
4914,92,11.0,0
4915,103,11.0,0
4916,114,10.0,0
4917,124,8.0,0
4918,132,5.0,0
4919,137,4.0,0
4920,141,-124.0,1
4921,17,12.0,0
4922,29,9.0,0
4923,38,9.0,0
4924,47,17.0,0
4925,64,11.0,0
4926,75,14.0,0
4927,89,13.0,0
4928,102,2.0,0
4929,104,-94.0,1
4930,10,5.0,0
4931,15,18.0,0
4932,33,5.0,0
4933,38,9.0,0
4934,47,18.0,0
4935,65,12.0,0
4936,77,6.0,0
4937,83,9.0,0
4938,92,9.0,0
4939,101,20.0,0
4940,121,-114.0,1
4941,7,4.0,0
4942,11,9.0,0
4943,20,8.0,0
4944,28,4.0,0
4945,32,6.0,0
4946,38,9.0,0
4947,47,-37.0,1
4948,10,12.0,0
4949,22,9.0,0
4950,31,11.0,0
4951,42,5.0,0
4952,47,9.0,0
4953,56,10.0,0
4954,66,18.0,0
4955,84,3.0,0
4956,87,9.0,0
4957,96,13.0,0
4958,109,-94.0,1
4959,15,7.0,0
4960,22,13.0,0
4961,35,10.0,0
4962,45,12.0,0
4963,57,18.0,0
4964,75,6.0,0
4965,81,-72.0,1
4966,9,6.0,0
4967,15,8.0,0
4968,23,10.0,0
4969,33,13.0,0
4970,46,5.0,0
4971,51,12.0,0
4972,63,17.0,0
4973,80,13.0,0
4974,93,-80.0,1
4975,13,2.0,0
4976,15,8.0,0
4977,23,5.0,0
4978,28,8.0,0
4979,36,11.0,0
4980,47,9.0,0
4981,56,6.0,0
4982,62,7.0,0
4983,69,13.0,0
4984,82,20.0,0
4985,102,8.0,0
4986,110,10.0,0
4987,120,10.0,0
4988,130,-123.0,1
4989,7,8.0,0
4990,15,11.0,0
4991,26,10.0,0
4992,36,7.0,0
4993,43,5.0,0
4994,48,5.0,0
4995,53,7.0,0
4996,60,14.0,0
4997,74,17.0,0
4998,91,-87.0,1
4999,4,,0
